scan,side,vessel,err,bed,meas_lost,clean,nout_clean,nout_bad,A,B,C,r_branch,branch_before_meas
509,left,LCX,T4,share,False,0.7315113211294172,6.0,5.0,0.7686726875417487,0.7188524105929098,0.7218849554962974,,
509,left,LCX,T4,leaf3,False,0.7204700192164462,6.0,5.0,0.7469702222036838,0.779348732947142,0.8226813963930432,,
509,left,LCX,T4,apport,False,0.7342868910686433,6.0,5.0,0.7629363546945942,0.7383431648920079,0.7484822342497819,,
509,right,RCA,T1,leaky,False,0.7392047407916738,3.0,2.0,0.7802552454373299,0.740741047267542,0.21160959179158403,1.0770051466799415,False
509,right,RCA,T1,share,False,0.7445120293546375,3.0,2.0,0.8483540426622048,0.7988240493808176,0.8792178601845791,1.0770051466799415,False
509,right,RCA,T1,leaf3,False,0.739502271964225,3.0,2.0,0.8393830253225659,0.7663433405910055,0.8761835404178254,1.0770051466799415,False
509,right,RCA,T1,apport,False,0.7424021339669616,3.0,2.0,0.8457191820647142,0.7774377877987121,0.8802619966624539,1.0770051466799415,False
509,right,RCA,T4,leaky,False,0.7392047407916738,3.0,3.0,0.7458240053861498,0.7891223736503985,0.9982059982674296,,
509,right,RCA,T4,share,False,0.7445120293546375,3.0,3.0,0.8056333994456166,0.7792794505210339,0.9972660973453052,,
509,right,RCA,T4,leaf3,False,0.739502271964225,3.0,3.0,0.7998340846490769,0.7750803438200475,0.997288134501599,,
509,right,RCA,T4,apport,False,0.7424021339669616,3.0,3.0,0.8032387353807545,0.7766164118118977,0.9972779410464873,,
512,left,LAD,T4,leaky,False,0.8484734920551303,4.0,4.0,0.8431425249063612,0.8551312132724834,0.9970242523924572,,
